pizza_id,order_id,size_id,unit_price,quantity
1,1650,1,20.75,1
1,1655,2,16.75,1
1,1657,1,20.75,1
1,1671,1,20.75,1
1,1681,1,20.75,1
1,1682,2,16.75,1
1,1684,1,20.75,1
1,1685,1,20.75,1
1,1696,1,20.75,1
1,1703,3,12.75,1
1,1709,2,16.75,1
1,1721,2,16.75,1
1,1732,1,20.75,1
1,1734,1,20.75,1
1,1738,2,16.75,1
1,1739,1,20.75,1
1,1739,3,12.75,1
1,1744,2,16.75,1
1,1750,1,20.75,1
1,1754,2,16.75,1
1,1781,1,20.75,1
1,1782,2,16.75,1
1,1795,1,20.75,1
1,1795,2,16.75,1
1,1819,2,16.75,1
1,1837,2,16.75,1
1,1865,2,16.75,1
1,1876,1,20.75,1
1,1889,1,20.75,1
1,1901,2,16.75,1
1,1905,2,16.75,1
1,1908,2,16.75,1
1,1910,2,16.75,1
1,1916,1,20.75,1
1,1920,2,16.75,1
1,1923,2,16.75,1
1,1924,3,12.75,1
1,1928,1,20.75,1
1,1947,2,16.75,1
1,1949,1,20.75,1
1,1970,3,12.75,1
1,1986,2,16.75,1
1,1989,2,16.75,1
1,1995,1,20.75,1
1,2000,2,16.75,1
1,2007,3,12.75,1
1,2016,2,16.75,1
1,2017,3,12.75,1
1,2033,3,12.75,1
1,2036,3,12.75,1
1,2042,1,20.75,1
1,2049,2,16.75,1
1,2064,3,12.75,1
1,2073,1,20.75,1
1,2076,1,20.75,1
1,2078,3,12.75,1
1,2087,1,20.75,1
1,2090,1,20.75,1
1,2095,2,16.75,1
1,2103,1,20.75,1
1,2111,2,16.75,1
1,2112,3,12.75,1
1,2126,1,20.75,1
1,2126,2,16.75,1
1,2142,1,20.75,1
1,2151,2,16.75,1
1,2154,1,20.75,1
1,2161,1,20.75,1
1,2183,1,20.75,1
1,2203,1,20.75,1
1,2205,1,20.75,1
1,2217,1,20.75,1
1,2222,2,16.75,1
1,2232,2,16.75,1
1,2243,3,12.75,1
1,2253,1,20.75,1
1,2254,2,16.75,2
1,2260,2,16.75,1
1,2265,2,16.75,1
1,2293,3,12.75,1
1,2309,2,16.75,1
1,2317,2,16.75,1
1,2323,2,16.75,1
1,2341,1,20.75,1
1,2346,2,16.75,1
1,2348,2,16.75,1
1,2364,2,16.75,1
1,2375,2,16.75,1
1,2376,2,16.75,1
1,2382,2,16.75,1
1,2387,1,20.75,1
1,2394,1,20.75,1
1,2409,1,20.75,1
1,2413,3,12.75,1
1,2442,1,20.75,2
1,2462,1,20.75,1
1,2462,2,16.75,1
1,2479,2,16.75,2
1,2488,2,16.75,1
1,2492,3,12.75,1
1,2527,2,16.75,1
1,2533,3,12.75,1
1,2544,1,20.75,1
1,2547,1,20.75,1
1,2547,2,16.75,1
1,2548,1,20.75,1
1,2548,2,16.75,1
1,2552,2,16.75,1
1,2555,3,12.75,1
1,2568,1,20.75,1
1,2586,2,16.75,1
1,2588,3,12.75,1
1,2603,1,20.75,1
1,2604,1,20.75,2
1,2606,1,20.75,1
1,2609,1,20.75,1
1,2612,1,20.75,1
1,2617,1,20.75,1
1,2637,1,20.75,1
1,2640,1,20.75,1
1,2648,3,12.75,1
1,2665,2,16.75,1
1,2675,1,20.75,1
1,2678,1,20.75,1
1,2688,1,20.75,1
1,2690,3,12.75,1
1,2695,1,20.75,1
1,2716,2,16.75,1
1,2716,3,12.75,1
1,2718,2,16.75,1
1,2720,1,20.75,1
1,2722,2,16.75,1
1,2725,1,20.75,1
1,2736,1,20.75,1
1,2756,3,12.75,1
1,2772,2,16.75,1
1,2774,1,20.75,1
1,2802,2,16.75,1
1,2816,1,20.75,1
1,2830,2,16.75,1
1,2834,1,20.75,1
1,2843,1,20.75,1
1,2867,2,16.75,1
1,2867,3,12.75,1
1,2883,2,16.75,1
1,2885,2,16.75,1
1,2887,1,20.75,1
1,2895,3,12.75,1
1,2921,3,12.75,1
1,2933,2,16.75,1
1,2937,1,20.75,1
1,2939,2,16.75,1
1,2961,3,12.75,1
1,2969,2,16.75,1
1,2971,2,16.75,1
1,2981,3,12.75,1
1,2989,1,20.75,1
1,2994,3,12.75,1
1,3001,2,16.75,1
1,3015,2,16.75,1
1,3019,3,12.75,1
1,3024,3,12.75,1
1,3031,2,16.75,1
1,3037,1,20.75,1
1,3041,1,20.75,1
1,3047,3,12.75,1
1,3074,1,20.75,1
1,3082,1,20.75,1
1,3082,3,12.75,1
1,3095,1,20.75,2
1,3097,1,20.75,1
1,3103,2,16.75,1
1,3108,2,16.75,1
1,3120,1,20.75,1
1,3132,2,16.75,1
1,3135,1,20.75,1
1,3138,1,20.75,1
1,3145,2,16.75,1
1,3169,2,16.75,1
1,3172,1,20.75,1
1,3179,2,16.75,1
1,3187,1,20.75,2
1,3212,2,16.75,1
1,3234,2,16.75,1
1,3234,3,12.75,1
1,3236,1,20.75,1
1,3250,1,20.75,1
1,3261,1,20.75,1
1,3263,1,20.75,1
1,3279,3,12.75,1
1,3285,2,16.75,1
1,3287,2,16.75,1
1,3296,2,16.75,1
1,3310,1,20.75,1
1,3333,3,12.75,1
1,3355,2,16.75,1
1,3363,2,16.75,1
1,3392,1,20.75,1
1,3403,1,20.75,1
1,3412,1,20.75,1
1,3444,1,20.75,1
1,3450,2,16.75,1
1,3455,2,16.75,1
1,3456,2,16.75,1
1,3460,1,20.75,1
1,3473,1,20.75,1
1,3482,2,16.75,1
1,3489,1,20.75,1
1,3490,2,16.75,1
1,3500,2,16.75,1
1,3505,1,20.75,1
1,3508,3,12.75,1
1,3512,3,12.75,1
1,3534,1,20.75,1
1,3556,1,20.75,1
1,3583,3,12.75,1
1,3586,2,16.75,1
1,3589,3,12.75,1
1,3608,1,20.75,1
1,3609,1,20.75,1
1,3615,3,12.75,1
1,3617,1,20.75,1
1,3625,3,12.75,1
1,3628,3,12.75,1
1,3654,3,12.75,1
1,3661,2,16.75,1
1,3665,1,20.75,1
1,3666,1,20.75,1
1,3680,3,12.75,1
1,3688,2,16.75,1
1,3691,1,20.75,1
1,3702,1,20.75,1
1,3703,1,20.75,1
1,3710,1,20.75,1
1,3713,2,16.75,1
1,3729,1,20.75,1
1,3733,1,20.75,1
1,3733,2,16.75,1
1,3745,2,16.75,1
1,3747,2,16.75,1
1,3748,1,20.75,1
1,3755,1,20.75,1
1,3756,1,20.75,1
1,3760,3,12.75,1
1,3793,3,12.75,1
1,3808,2,16.75,1
1,3828,3,12.75,1
1,3829,3,12.75,1
1,3838,2,16.75,1
1,3842,1,20.75,1
1,3843,2,16.75,1
1,3867,3,12.75,1
1,3868,1,20.75,1
1,3869,1,20.75,1
1,3880,1,20.75,1
1,3887,2,16.75,1
1,3887,3,12.75,1
1,3892,2,16.75,1
1,3903,2,16.75,1
1,3911,1,20.75,1
1,3913,1,20.75,1
1,3914,3,12.75,1
1,3928,1,20.75,1
1,3931,2,16.75,2
1,3934,2,16.75,1
1,3942,1,20.75,1
1,3952,3,12.75,1
1,3965,3,12.75,1
1,3967,2,16.75,1
1,3972,2,16.75,1
1,3974,1,20.75,1
1,3987,1,20.75,1
1,3987,2,16.75,1
1,3992,2,16.75,1
1,3993,1,20.75,1
1,3996,2,16.75,1
1,3997,3,12.75,1
1,4000,1,20.75,1
1,4007,3,12.75,1
1,4009,2,16.75,1
1,4009,3,12.75,1
1,4013,2,16.75,1
1,4014,3,12.75,1
1,4015,2,16.75,1
1,4037,2,16.75,1
1,4043,2,16.75,1
1,4051,1,20.75,1
1,4057,1,20.75,1
1,4076,3,12.75,1
1,4079,1,20.75,1
1,4082,2,16.75,1
1,4105,2,16.75,1
1,4108,1,20.75,1
1,4125,3,12.75,1
1,4131,2,16.75,1
1,4131,3,12.75,1
1,4170,1,20.75,1
1,4181,1,20.75,1
1,4186,3,12.75,1
1,4189,1,20.75,1
1,4191,1,20.75,1
1,4195,1,20.75,1
1,4211,1,20.75,1
1,4214,1,20.75,1
1,4219,3,12.75,1
1,4242,2,16.75,1
1,4257,1,20.75,1
1,4261,2,16.75,1
1,4266,1,20.75,1
1,4278,2,16.75,1
1,4284,3,12.75,1
1,4294,3,12.75,1
1,4297,3,12.75,1
1,4300,1,20.75,1
1,4300,3,12.75,1
1,4305,2,16.75,1
1,4332,1,20.75,1
1,4351,2,16.75,1
1,4356,2,16.75,1
1,4357,2,16.75,1
1,4368,1,20.75,1
1,4374,3,12.75,2
1,4384,1,20.75,1
1,4390,3,12.75,1
1,4396,2,16.75,1
1,4397,2,16.75,1
1,4397,3,12.75,1
1,4422,1,20.75,1
1,4438,2,16.75,1
1,4440,2,16.75,1
1,4447,2,16.75,1
1,4455,2,16.75,1
1,4474,1,20.75,1
1,4477,3,12.75,1
1,4480,2,16.75,1
1,4484,2,16.75,1
1,4492,2,16.75,1
1,4496,1,20.75,1
1,4500,2,16.75,1
1,4505,2,16.75,1
1,4507,1,20.75,1
1,4517,3,12.75,1
1,4529,3,12.75,1
1,4531,1,20.75,1
1,4538,1,20.75,1
1,4550,3,12.75,1
1,4551,2,16.75,1
1,4561,1,20.75,1
1,4568,1,20.75,1
1,4569,2,16.75,1
1,4572,3,12.75,1
1,4578,2,16.75,1
1,4590,1,20.75,1
1,4602,1,20.75,1
1,4603,3,12.75,1
1,4617,1,20.75,1
1,4623,1,20.75,1
1,4623,2,16.75,1
1,4625,1,20.75,1
1,4630,1,20.75,1
1,4645,1,20.75,1
1,4651,2,16.75,1
1,4664,1,20.75,1
1,4666,3,12.75,1
1,4673,1,20.75,1
1,4683,3,12.75,1
1,4711,3,12.75,1
1,4712,3,12.75,1
1,4723,2,16.75,1
1,4724,2,16.75,1
1,4727,1,20.75,1
1,4730,2,16.75,1
1,4732,2,16.75,1
1,4772,2,16.75,1
1,4801,1,20.75,1
1,4815,1,20.75,1
1,4825,1,20.75,1
1,4828,1,20.75,1
1,4829,1,20.75,1
1,4836,1,20.75,1
1,4837,2,16.75,1
1,4838,1,20.75,1
1,4838,3,12.75,1
1,4850,1,20.75,1
1,4857,3,12.75,1
1,4861,2,16.75,1
1,4889,1,20.75,1
1,4903,2,16.75,1
1,4915,1,20.75,1
1,4918,2,16.75,1
1,4931,2,16.75,1
1,4933,2,16.75,1
1,4942,1,20.75,1
1,4977,1,20.75,1
1,4978,3,12.75,1
1,4979,2,16.75,1
1,4991,2,16.75,1
1,5002,1,20.75,1
1,5011,3,12.75,1
1,5019,1,20.75,1
1,5021,2,16.75,1
1,5042,3,12.75,1
1,5047,2,16.75,1
1,5056,2,16.75,1
1,5091,1,20.75,1
1,5098,1,20.75,1
1,5099,1,20.75,1
1,5121,2,16.75,1
1,5123,1,20.75,1
1,5127,3,12.75,1
1,5136,3,12.75,1
1,5141,2,16.75,1
1,5142,2,16.75,1
1,5151,2,16.75,1
1,5156,2,16.75,1
1,5158,1,20.75,1
1,5167,1,20.75,1
1,5200,1,20.75,1
1,5221,1,20.75,1
1,5231,3,12.75,1
1,5244,1,20.75,1
1,5248,1,20.75,1
1,5254,2,16.75,1
1,5261,1,20.75,1
1,5264,3,12.75,1
1,5268,1,20.75,1
1,5270,2,16.75,1
1,5271,1,20.75,1
1,5272,1,20.75,1
1,5286,2,16.75,1
1,5302,3,12.75,1
1,5316,2,16.75,1
1,5317,1,20.75,1
1,5320,1,20.75,1
1,5321,2,16.75,1
1,5330,2,16.75,1
1,5331,2,16.75,1
1,5336,1,20.75,1
1,5339,1,20.75,1
1,5358,1,20.75,1
1,5362,1,20.75,1
1,5368,1,20.75,1
1,5433,2,16.75,1
1,5435,2,16.75,1
1,5441,1,20.75,2
1,5448,2,16.75,1
1,5459,1,20.75,1
1,5460,2,16.75,1
1,5466,2,16.75,1
1,5479,2,16.75,1
1,5481,3,12.75,1
1,5531,1,20.75,1
1,5535,3,12.75,1
1,5539,2,16.75,1
1,5543,1,20.75,1
1,5558,2,16.75,1
1,5562,2,16.75,1
1,5565,2,16.75,1
1,5579,2,16.75,1
1,5603,3,12.75,1
1,5616,1,20.75,1
1,5639,1,20.75,1
1,5639,2,16.75,1
1,5640,2,16.75,1
1,5644,2,16.75,1
1,5644,3,12.75,1
1,5651,2,16.75,1
1,5653,2,16.75,1
1,5657,2,16.75,1
1,5665,3,12.75,1
1,5688,2,16.75,1
1,5689,3,12.75,1
1,5699,2,16.75,1
1,5715,2,16.75,1
1,5721,3,12.75,1
1,5735,1,20.75,1
1,5736,2,16.75,1
1,5736,3,12.75,1
1,5740,1,20.75,1
1,5750,1,20.75,1
1,5752,1,20.75,1
1,5761,1,20.75,1
1,5769,2,16.75,1
1,5785,1,20.75,1
1,5785,3,12.75,1
1,5798,3,12.75,1
1,5804,3,12.75,1
1,5806,1,20.75,1
1,5807,2,16.75,1
1,5810,1,20.75,1
1,5822,3,12.75,1
1,5825,2,16.75,1
1,5828,1,20.75,1
1,5836,3,12.75,1
1,5841,3,12.75,1
1,5847,2,16.75,1
1,5864,1,20.75,1
1,5869,1,20.75,1
1,5869,3,12.75,1
1,5886,1,20.75,1
1,5892,3,12.75,1
1,5894,2,16.75,1
1,5911,1,20.75,1
1,5926,1,20.75,1
1,5930,2,16.75,1
1,5930,3,12.75,1
1,5961,3,12.75,1
1,5980,1,20.75,1
1,5994,1,20.75,1
1,5995,1,20.75,1
1,6000,1,20.75,1
1,6003,1,20.75,2
1,6005,3,12.75,1
1,6006,2,16.75,1
1,6008,1,20.75,1
1,6017,2,16.75,1
1,6021,2,16.75,1
1,6024,3,12.75,1
1,6026,3,12.75,1
1,6041,2,16.75,1
1,6042,3,12.75,1
1,6059,1,20.75,1
1,6062,2,16.75,1
1,6081,1,20.75,1
1,6081,2,16.75,1
1,6089,1,20.75,1
1,6120,2,16.75,1
1,6122,1,20.75,1
1,6146,1,20.75,1
1,6149,1,20.75,1
1,6149,2,16.75,1
1,6151,2,16.75,1
1,6152,1,20.75,1
1,6161,3,12.75,1
1,6169,1,20.75,2
1,6169,2,16.75,1
1,6186,3,12.75,1
1,6196,1,20.75,1
1,6211,3,12.75,1
1,6212,1,20.75,1
1,6217,1,20.75,1
1,6240,2,16.75,1
1,6244,2,16.75,1
1,6246,2,16.75,1
1,6252,2,16.75,1
1,6255,2,16.75,1
1,6271,2,16.75,1
1,6273,3,12.75,1
1,6283,1,20.75,1
1,6303,1,20.75,1
1,6321,2,16.75,2
1,6326,1,20.75,1
1,6329,2,16.75,1
1,6337,1,20.75,1
1,6357,2,16.75,1
1,6362,3,12.75,1
1,6364,1,20.75,1
1,6376,2,16.75,1
1,6385,1,20.75,1
1,6392,1,20.75,1
1,6423,1,20.75,1
1,6427,2,16.75,1
1,6432,1,20.75,1
1,6434,1,20.75,1
1,6434,2,16.75,1
1,6448,3,12.75,1
1,6450,1,20.75,1
1,6470,2,16.75,1
1,6484,1,20.75,1
1,6488,2,16.75,1
1,6492,2,16.75,1
1,6515,2,16.75,2
1,6516,1,20.75,1
1,6555,1,20.75,1
1,6564,2,16.75,1
1,6580,1,20.75,1
1,6588,2,16.75,1
1,6592,1,20.75,1
1,6592,2,16.75,1
1,6597,2,16.75,1
1,6620,2,16.75,1
1,6621,2,16.75,1
1,6643,1,20.75,1
1,6643,2,16.75,1
1,6661,1,20.75,1
1,6664,2,16.75,1
1,6694,1,20.75,1
1,6697,2,16.75,1
1,6701,3,12.75,1
1,6708,1,20.75,1
1,6718,1,20.75,1
1,6731,2,16.75,1
1,6735,2,16.75,1
1,6748,2,16.75,1
1,6754,1,20.75,1
1,6769,2,16.75,1
1,6778,2,16.75,1
1,6784,1,20.75,1
1,6785,2,16.75,1
1,6802,1,20.75,1
1,6804,2,16.75,1
1,6813,2,16.75,1
1,6815,1,20.75,1
1,6826,1,20.75,1
1,6828,2,16.75,1
1,6830,2,16.75,1
1,6833,2,16.75,1
1,6834,1,20.75,1
1,6837,1,20.75,1
1,6846,2,16.75,1
1,6848,2,16.75,1
1,6849,2,16.75,1
1,6850,1,20.75,1
1,6857,1,20.75,1
1,6860,1,20.75,1
1,6862,3,12.75,1
1,6880,2,16.75,1
1,6881,2,16.75,1
1,6897,2,16.75,1
1,6936,2,16.75,1
1,6939,3,12.75,1
1,6958,2,16.75,1
1,6964,1,20.75,1
1,6974,2,16.75,1
1,6979,2,16.75,1
1,6988,1,20.75,1
1,6990,1,20.75,1
1,6991,1,20.75,1
1,6993,1,20.75,1
1,6999,2,16.75,1
1,7002,2,16.75,1
1,7004,2,16.75,1
1,7006,3,12.75,1
1,7017,3,12.75,1
1,7028,1,20.75,1
1,7031,2,16.75,2
1,7033,3,12.75,1
1,7046,1,20.75,1
1,7052,2,16.75,1
1,7062,2,16.75,1
1,7075,2,16.75,1
1,7080,2,16.75,1
1,7110,1,20.75,1
1,7115,1,20.75,1
1,7118,1,20.75,1
1,7119,1,20.75,1
1,7129,1,20.75,1
1,7149,1,20.75,1
1,7162,1,20.75,1
1,7164,2,16.75,1
1,7171,3,12.75,1
1,7172,3,12.75,1
1,7195,2,16.75,1
1,7210,1,20.75,1
1,7212,1,20.75,1
1,7225,2,16.75,1
1,7248,2,16.75,1
1,7249,3,12.75,1
1,7284,3,12.75,1
1,7288,2,16.75,1
1,7292,2,16.75,1
1,7299,3,12.75,1
1,7325,3,12.75,1
1,7332,1,20.75,1
1,7335,2,16.75,1
1,7345,1,20.75,1
1,7350,1,20.75,1
1,7363,2,16.75,1
1,7364,2,16.75,1
1,7369,3,12.75,1
1,7372,2,16.75,1
1,7382,1,20.75,1
1,7389,1,20.75,1
1,7392,2,16.75,1
1,7403,1,20.75,1
1,7420,1,20.75,1
1,7429,1,20.75,1
1,7429,2,16.75,1
1,7434,3,12.75,1
1,7444,2,16.75,1
1,7461,2,16.75,1
1,7476,2,16.75,1
1,7480,3,12.75,1
1,7482,1,20.75,1
1,7496,1,20.75,1
1,7499,2,16.75,1
1,7501,2,16.75,1
1,7504,2,16.75,1
1,7507,2,16.75,1
1,7518,2,16.75,1
1,7519,2,16.75,1
1,7524,1,20.75,1
1,7534,2,16.75,1
1,7553,2,16.75,1
1,7554,1,20.75,1
1,7554,3,12.75,1
1,7558,1,20.75,2
1,7563,1,20.75,1
1,7564,3,12.75,2
1,7601,1,20.75,1
1,7601,2,16.75,1
1,7617,3,12.75,1
1,7644,2,16.75,1
1,7649,3,12.75,1
1,7651,2,16.75,1
1,7654,2,16.75,1
1,7656,3,12.75,1
1,7663,1,20.75,1
1,7664,2,16.75,1
1,7668,1,20.75,1
1,7677,1,20.75,1
1,7680,2,16.75,1
1,7685,3,12.75,1
1,7695,3,12.75,1
1,7712,3,12.75,1
1,7714,2,16.75,1
1,7718,1,20.75,1
1,7726,1,20.75,1
1,7733,2,16.75,1
1,7741,2,16.75,1
1,7762,2,16.75,2
1,7770,2,16.75,1
1,7773,1,20.75,1
1,7783,1,20.75,1
1,7785,2,16.75,2
1,7788,1,20.75,1
1,7789,3,12.75,1
1,7797,1,20.75,1
1,7808,1,20.75,1
1,7808,3,12.75,1
1,7822,1,20.75,1
1,7828,2,16.75,1
1,7853,2,16.75,1
1,7867,1,20.75,1
1,7871,3,12.75,1
1,7883,3,12.75,1
1,7889,2,16.75,1
1,7892,3,12.75,1
1,7923,1,20.75,1
1,7948,2,16.75,1
1,7951,3,12.75,1
1,7952,1,20.75,1
1,7974,3,12.75,1
1,7983,1,20.75,1
1,7996,3,12.75,1
1,7998,2,16.75,1
1,8002,2,16.75,1
1,8013,2,16.75,1
1,8019,3,12.75,1
1,8034,1,20.75,1
1,8040,1,20.75,1
1,8055,2,16.75,1
1,8090,1,20.75,1
1,8098,1,20.75,1
1,8103,2,16.75,1
1,8114,3,12.75,1
1,8120,3,12.75,1
1,8123,2,16.75,1
1,8126,1,20.75,1
1,8127,1,20.75,1
1,8133,2,16.75,1
1,8134,1,20.75,1
1,8135,1,20.75,1
1,8139,1,20.75,1
1,8142,1,20.75,1
1,8142,3,12.75,1
1,8151,1,20.75,1
1,8181,2,16.75,2
1,8186,3,12.75,1
1,8196,2,16.75,1
1,8207,3,12.75,1
1,8220,1,20.75,1
1,8223,2,16.75,1
1,8232,2,16.75,1
1,8237,3,12.75,1
1,8247,1,20.75,1
1,8249,1,20.75,1
1,8258,1,20.75,1
1,8278,1,20.75,1
1,8280,1,20.75,2
1,8281,2,16.75,1
1,8299,2,16.75,1
1,8305,1,20.75,1
1,8320,2,16.75,1
1,8321,2,16.75,1
1,8340,1,20.75,1
1,8356,2,16.75,1
1,8360,3,12.75,1
1,8365,1,20.75,1
1,8367,1,20.75,1
1,8373,2,16.75,1
1,8380,1,20.75,1
1,8392,1,20.75,1
1,8397,1,20.75,1
1,8403,2,16.75,1
1,8411,1,20.75,1
1,8424,2,16.75,1
1,8430,1,20.75,1
1,8432,3,12.75,1
1,8433,1,20.75,1
1,8452,3,12.75,1
1,8462,1,20.75,1
1,8471,1,20.75,1
1,8474,1,20.75,1
1,8483,2,16.75,1
1,8493,2,16.75,1
1,8496,1,20.75,1
1,8497,1,20.75,1
1,8501,1,20.75,1
1,8517,3,12.75,1
1,8522,3,12.75,1
1,8531,1,20.75,1
1,8558,3,12.75,1
1,8560,1,20.75,1
1,8565,1,20.75,1
1,8617,2,16.75,1
1,8630,3,12.75,1
1,8631,2,16.75,1
1,8638,3,12.75,1
1,8644,2,16.75,1
1,8647,3,12.75,1
1,8654,1,20.75,1
1,8670,2,16.75,1
1,8672,2,16.75,1
1,8688,1,20.75,1
1,8690,1,20.75,1
1,8695,2,16.75,1
1,8698,2,16.75,1
1,8699,3,12.75,1
1,8700,1,20.75,1
1,8702,2,16.75,1
1,8703,1,20.75,1
1,8708,2,16.75,1
1,8712,2,16.75,1
1,8724,1,20.75,1
1,8730,2,16.75,1
1,8735,1,20.75,1
1,8737,2,16.75,1
1,8755,2,16.75,1
1,8764,2,16.75,1
1,8786,1,20.75,1
1,8805,1,20.75,1
1,8808,2,16.75,1
1,8816,2,16.75,1
1,8828,2,16.75,1
1,8832,1,20.75,1
1,8833,2,16.75,1
1,8857,1,20.75,1
1,8857,2,16.75,1
1,8866,2,16.75,1
1,8880,2,16.75,1
1,8885,2,16.75,1
1,8887,3,12.75,1
1,8895,1,20.75,1
1,8904,1,20.75,1
1,8915,1,20.75,1
1,8915,2,16.75,1
1,8922,1,20.75,1
1,8922,3,12.75,1
1,8929,2,16.75,1
1,8932,2,16.75,1
1,8943,1,20.75,1
1,8948,1,20.75,1
1,8949,3,12.75,1
1,8955,2,16.75,1
1,8964,1,20.75,1
1,8970,1,20.75,1
1,8981,2,16.75,1
1,9001,3,12.75,1
1,9018,2,16.75,1
1,9025,2,16.75,1
1,9026,3,12.75,1
1,9034,2,16.75,1
1,9047,2,16.75,1
1,9051,1,20.75,1
1,9057,2,16.75,1
1,9061,2,16.75,1
1,9071,3,12.75,1
1,9072,2,16.75,1
1,9080,2,16.75,1
1,9080,3,12.75,1
1,9081,3,12.75,1
1,9092,2,16.75,1
1,9094,3,12.75,1
1,9101,2,16.75,1
1,9104,1,20.75,1
1,9110,1,20.75,1
1,9125,2,16.75,1
1,9130,1,20.75,1
1,9144,2,16.75,1
1,9173,2,16.75,1
1,9174,1,20.75,1
1,9178,2,16.75,1
1,9181,3,12.75,1
1,9182,3,12.75,1
1,9199,1,20.75,1
1,9211,1,20.75,1
1,9215,2,16.75,1
1,9239,2,16.75,1
1,9269,2,16.75,1
1,9276,2,16.75,1
